Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-chargeitems,3,8,0
Cross.list-simple-name-chargeitems-json,3,31,0
Cross.list-simple-name-chargeitems-xml,3,55,0
Cross.list-simple-name-claimresponses,3,9,0
Cross.list-simple-name-claimresponses-json,3,31,0
Cross.list-simple-name-claimresponses-xml,3,57,0
Cross.list-simple-name-claims,3,11,0
Cross.list-simple-name-claims-json,3,42,0
Cross.list-simple-name-claims-xml,3,68,0
Cross.list-simple-name-clinicalimpressions,3,7,0
Cross.list-simple-name-clinicalimpressions-json,3,28,0
Cross.list-simple-name-clinicalimpressions-xml,3,51,0
Cross.list-simple-name-codesystems,3,6,195
Cross.list-simple-name-codesystems-json,3,23,210
Cross.list-simple-name-codesystems-xml,3,41,207
Cross.list-simple-name-communicationrequests,3,8,0
Cross.list-simple-name-communicationrequests-json,3,32,0
Cross.list-simple-name-communicationrequests-xml,3,62,0
Cross.list-simple-name-communications,3,10,0
Cross.list-simple-name-communications-json,3,35,0
Cross.list-simple-name-communications-xml,3,62,0
Cross.list-simple-name-compartmentdefinitions,3,8,0
Cross.list-simple-name-compartmentdefinitions-json,3,36,0
Cross.list-simple-name-compartmentdefinitions-xml,3,65,0
Cross.list-simple-name-compositions,3,7,0
Cross.list-simple-name-compositions-json,3,32,0
Cross.list-simple-name-compositions-xml,3,57,0
Cross.list-simple-name-conceptmaps,3,7,0
Cross.list-simple-name-conceptmaps-json,3,25,0
Cross.list-simple-name-conceptmaps-xml,3,43,0
Cross.list-simple-name-conditions,3,11,0
Cross.list-simple-name-conditions-json,3,42,0
Cross.list-simple-name-conditions-xml,3,72,0
Cross.list-simple-name-consents,3,13,0
Cross.list-simple-name-consents-json,3,42,0
Cross.list-simple-name-consents-xml,3,75,0
Cross.list-simple-name-contracts,3,9,0
Cross.list-simple-name-contracts-json,3,32,0
Cross.list-simple-name-contracts-xml,3,52,0
Cross.list-simple-name-coverageeligibilityrequests,3,7,0
Cross.list-simple-name-coverageeligibilityrequests-json,3,23,0
Cross.list-simple-name-coverageeligibilityrequests-xml,3,47,0
Cross.list-simple-name-coverageeligibilityresponses,3,9,0
Cross.list-simple-name-coverageeligibilityresponses-json,3,34,0
Cross.list-simple-name-coverageeligibilityresponses-xml,3,62,0
Cross.list-simple-name-coverages,3,5,0
Cross.list-simple-name-coverages-json,3,21,0
Cross.list-simple-name-coverages-xml,3,56,0
Cross.list-simple-name-detectedissues,3,13,0
Cross.list-simple-name-detectedissues-json,3,46,0
Cross.list-simple-name-detectedissues-xml,3,79,0
Cross.list-simple-name-devicedefinitions,3,5,0
Cross.list-simple-name-devicedefinitions-json,3,23,0
Cross.list-simple-name-devicedefinitions-xml,3,42,0
Cross.list-simple-name-devicemetrics,3,6,0
Cross.list-simple-name-devicemetrics-json,3,23,0
Cross.list-simple-name-devicemetrics-xml,3,41,0
Cross.list-simple-name-devicerequests,3,10,0
Cross.list-simple-name-devicerequests-json,3,32,0
Cross.list-simple-name-devicerequests-xml,3,55,0
Cross.list-simple-name-devices,3,4,0
Cross.list-simple-name-devices-json,3,18,0
Cross.list-simple-name-devices-xml,3,37,0
Cross.list-simple-name-deviceusestatements,3,9,0
Cross.list-simple-name-deviceusestatements-json,3,33,0
Cross.list-simple-name-deviceusestatements-xml,3,57,0
Cross.list-simple-name-diagnosticreports,3,9,0
Cross.list-simple-name-diagnosticreports-json,3,32,0
Cross.list-simple-name-diagnosticreports-xml,3,56,0
Cross.list-simple-name-documentmanifests,3,15,0
Cross.list-simple-name-documentmanifests-json,3,54,0
Cross.list-simple-name-documentmanifests-xml,3,83,0
Cross.list-simple-name-documentreferences,3,13,0
Cross.list-simple-name-documentreferences-json,3,49,0
Cross.list-simple-name-documentreferences-xml,3,82,0
Cross.list-simple-name-domainresources,3,11,0
Cross.list-simple-name-domainresources-json,3,41,0
Cross.list-simple-name-domainresources-xml,3,67,0
Cross.list-simple-name-effectevidencesyntheses,3,6,0
Cross.list-simple-name-effectevidencesyntheses-json,3,22,0
Cross.list-simple-name-effectevidencesyntheses-xml,3,37,0
Cross.list-simple-name-encounters,3,12,0
Cross.list-simple-name-encounters-json,3,35,0
Cross.list-simple-name-encounters-xml,3,58,0
Cross.list-simple-name-endpoints,3,12,0
Cross.list-simple-name-endpoints-json,3,51,0
Cross.list-simple-name-endpoints-xml,3,87,0
Cross.list-simple-name-enrollmentrequests,3,10,0
Cross.list-simple-name-enrollmentrequests-json,3,48,0
Cross.list-simple-name-enrollmentrequests-xml,3,79,0
Cross.list-simple-name-enrollmentresponses,3,10,0
Cross.list-simple-name-enrollmentresponses-json,3,40,0
Cross.list-simple-name-enrollmentresponses-xml,3,66,0
Cross.list-simple-name-episodeofcares,3,8,0
Cross.list-simple-name-episodeofcares-json,3,31,0
Cross.list-simple-name-episodeofcares-xml,3,50,0
Cross.list-simple-name-eventdefinitions,3,12,0
Cross.list-simple-name-eventdefinitions-json,3,48,0
Cross.list-simple-name-eventdefinitions-xml,3,89,0
Cross.list-simple-name-evidences,3,13,0
Cross.list-simple-name-evidences-json,3,42,0
Cross.list-simple-name-evidences-xml,3,76,0
Cross.list-simple-name-evidencevariables,3,7,0
Cross.list-simple-name-evidencevariables-json,3,24,0
Cross.list-simple-name-evidencevariables-xml,3,43,0
Cross.list-simple-name-examplescenarios,3,7,0
Cross.list-simple-name-examplescenarios-json,3,28,0
Cross.list-simple-name-examplescenarios-xml,3,50,0
Cross.list-simple-name-explanationofbenefits,3,7,0
Cross.list-simple-name-explanationofbenefits-json,3,30,0
Cross.list-simple-name-explanationofbenefits-xml,3,56,0
Cross.list-simple-name-familymemberhistories,3,9,0
Cross.list-simple-name-familymemberhistories-json,3,42,0
Cross.list-simple-name-familymemberhistories-xml,3,78,0
Cross.list-simple-name-flags,3,7,0
Cross.list-simple-name-flags-json,3,24,0
Cross.list-simple-name-flags-xml,3,44,0
Cross.list-simple-name-goals,3,15,0
Cross.list-simple-name-goals-json,3,50,0
Cross.list-simple-name-goals-xml,3,88,0
Cross.list-simple-name-graphdefinitions,3,11,0
Cross.list-simple-name-graphdefinitions-json,3,41,0
Cross.list-simple-name-graphdefinitions-xml,3,76,0
Cross.list-simple-name-groups,3,10,0
Cross.list-simple-name-groups-json,3,43,0
Cross.list-simple-name-groups-xml,3,67,0
Cross.list-simple-name-guidanceresponses,3,10,0
Cross.list-simple-name-guidanceresponses-json,3,38,0
Cross.list-simple-name-guidanceresponses-xml,3,64,0
Cross.list-simple-name-healthcareservices,3,12,0
Cross.list-simple-name-healthcareservices-json,3,47,0
Cross.list-simple-name-healthcareservices-xml,3,77,0
Cross.list-simple-name-imagingstudies,3,9,0
Cross.list-simple-name-imagingstudies-json,3,40,0
Cross.list-simple-name-imagingstudies-xml,3,72,0
Cross.list-simple-name-immunizationevaluations,3,12,0
Cross.list-simple-name-immunizationevaluations-json,3,34,0
Cross.list-simple-name-immunizationevaluations-xml,3,58,0
Cross.list-simple-name-immunizationrecommendations,3,6,0
Cross.list-simple-name-immunizationrecommendations-json,3,25,0
Cross.list-simple-name-immunizationrecommendations-xml,3,42,0
Cross.list-simple-name-immunizations,3,6,0
Cross.list-simple-name-immunizations-json,3,23,0
Cross.list-simple-name-immunizations-xml,3,42,0
Cross.list-simple-name-implementationguides,3,13,222
Cross.list-simple-name-implementationguides-json,3,42,237
Cross.list-simple-name-implementationguides-xml,3,65,234
Cross.list-simple-name-insuranceplans,3,10,0
Cross.list-simple-name-insuranceplans-json,3,36,0
Cross.list-simple-name-insuranceplans-xml,3,66,0
Cross.list-simple-name-invoices,3,7,0
Cross.list-simple-name-invoices-json,3,22,0
Cross.list-simple-name-invoices-xml,3,38,0
Cross.list-simple-name-libraries,3,21,618
Cross.list-simple-name-libraries-json,3,57,663
Cross.list-simple-name-libraries-xml,3,91,654
Cross.list-simple-name-linkages,3,11,0
Cross.list-simple-name-linkages-json,3,34,0
Cross.list-simple-name-linkages-xml,3,62,0
Cross.list-simple-name-lists,3,7,0
Cross.list-simple-name-lists-json,3,25,0
Cross.list-simple-name-lists-xml,3,42,0
Cross.list-simple-name-locations,3,8,0
Cross.list-simple-name-locations-json,3,34,0
Cross.list-simple-name-locations-xml,3,57,0
Cross.list-simple-name-measurereports,3,8,0
Cross.list-simple-name-measurereports-json,3,30,0
Cross.list-simple-name-measurereports-xml,3,52,0
Cross.list-simple-name-measures,3,12,0
Cross.list-simple-name-measures-json,3,42,0
Cross.list-simple-name-measures-xml,3,73,0
Cross.list-simple-name-media,3,7,0
Cross.list-simple-name-media-json,3,19,0
Cross.list-simple-name-media-xml,3,33,0
Cross.list-simple-name-medicationadministrations,3,6,0
Cross.list-simple-name-medicationadministrations-json,3,27,0
Cross.list-simple-name-medicationadministrations-xml,3,53,0
Cross.list-simple-name-medicationdispenses,3,10,0
Cross.list-simple-name-medicationdispenses-json,3,42,0
Cross.list-simple-name-medicationdispenses-xml,3,73,0
Cross.list-simple-name-medicationknowledges,3,8,0
Cross.list-simple-name-medicationknowledges-json,3,29,0
Cross.list-simple-name-medicationknowledges-xml,3,51,0
Cross.list-simple-name-medicationrequests,3,7,0
Cross.list-simple-name-medicationrequests-json,3,28,0
Cross.list-simple-name-medicationrequests-xml,3,48,0
Cross.list-simple-name-medications,3,11,0
Cross.list-simple-name-medications-json,3,38,0
Cross.list-simple-name-medications-xml,3,67,0
Cross.list-simple-name-medicationstatements,3,11,0
Cross.list-simple-name-medicationstatements-json,3,36,0
Cross.list-simple-name-medicationstatements-xml,3,58,0
Cross.list-simple-name-medicinalproductauthorizations,3,9,0
Cross.list-simple-name-medicinalproductauthorizations-json,3,33,0
Cross.list-simple-name-medicinalproductauthorizations-xml,3,60,0
Cross.list-simple-name-medicinalproductcontraindications,3,6,0
Cross.list-simple-name-medicinalproductcontraindications-json,3,21,0
Cross.list-simple-name-medicinalproductcontraindications-xml,3,34,0
Cross.list-simple-name-medicinalproductindications,3,12,0
Cross.list-simple-name-medicinalproductindications-json,3,40,0
Cross.list-simple-name-medicinalproductindications-xml,3,70,0
Cross.list-simple-name-medicinalproductingredients,3,11,0
Cross.list-simple-name-medicinalproductingredients-json,3,39,0
Cross.list-simple-name-medicinalproductingredients-xml,3,68,0
Cross.list-simple-name-medicinalproductinteractions,3,12,0
Cross.list-simple-name-medicinalproductinteractions-json,3,33,0
Cross.list-simple-name-medicinalproductinteractions-xml,3,62,0
Cross.list-simple-name-medicinalproductmanufactureds,3,9,0
Cross.list-simple-name-medicinalproductmanufactureds-json,3,38,0
Cross.list-simple-name-medicinalproductmanufactureds-xml,3,73,0
Cross.list-simple-name-medicinalproductpackageds,3,13,0
Cross.list-simple-name-medicinalproductpackageds-json,3,57,0
Cross.list-simple-name-medicinalproductpackageds-xml,3,99,0
Cross.list-simple-name-medicinalproductpharmaceuticals,3,6,0
Cross.list-simple-name-medicinalproductpharmaceuticals-json,3,26,0
Cross.list-simple-name-medicinalproductpharmaceuticals-xml,3,45,0
Cross.list-simple-name-medicinalproducts,3,5,0
Cross.list-simple-name-medicinalproducts-json,3,21,0
Cross.list-simple-name-medicinalproducts-xml,3,36,0
Cross.list-simple-name-medicinalproductundesirableeffects,3,7,0
Cross.list-simple-name-medicinalproductundesirableeffects-json,3,27,0
Cross.list-simple-name-medicinalproductundesirableeffects-xml,3,44,0
Cross.list-simple-name-messagedefinitions,3,15,0
Cross.list-simple-name-messagedefinitions-json,3,53,0
Cross.list-simple-name-messagedefinitions-xml,3,95,0
Cross.list-simple-name-messageheaders,3,9,0
Cross.list-simple-name-messageheaders-json,3,39,0
Cross.list-simple-name-messageheaders-xml,3,66,0
Cross.list-simple-name-molecularsequences,3,6,0
Cross.list-simple-name-molecularsequences-json,3,23,0
Cross.list-simple-name-molecularsequences-xml,3,44,0
Cross.list-simple-name-namingsystems,3,5,0
Cross.list-simple-name-namingsystems-json,3,23,0
Cross.list-simple-name-namingsystems-xml,3,47,0
Cross.list-simple-name-nutritionorders,3,9,0
Cross.list-simple-name-nutritionorders-json,3,35,0
Cross.list-simple-name-nutritionorders-xml,3,62,0
Cross.list-simple-name-observationdefinitions,3,9,0
Cross.list-simple-name-observationdefinitions-json,3,35,0
Cross.list-simple-name-observationdefinitions-xml,3,71,0
Cross.list-simple-name-observations,3,16,210
Cross.list-simple-name-observations-json,3,50,225
Cross.list-simple-name-observations-xml,3,77,222
Cross.list-simple-name-operationdefinitions,3,5,0
Cross.list-simple-name-operationdefinitions-json,3,22,0
Cross.list-simple-name-operationdefinitions-xml,3,41,0
Cross.list-simple-name-operationoutcomes,3,5,0
Cross.list-simple-name-operationoutcomes-json,3,25,0
Cross.list-simple-name-operationoutcomes-xml,3,41,0
Cross.list-simple-name-organizationaffiliations,3,8,0
Cross.list-simple-name-organizationaffiliations-json,3,33,0
Cross.list-simple-name-organizationaffiliations-xml,3,61,0
Cross.list-simple-name-organizations,3,11,0
Cross.list-simple-name-organizations-json,3,42,0
Cross.list-simple-name-organizations-xml,3,70,0
Cross.list-simple-name-parameters,3,11,0
Cross.list-simple-name-parameters-json,3,43,0
Cross.list-simple-name-parameters-xml,3,74,0
Cross.list-simple-name-patients,3,6,186
Cross.list-simple-name-patients-json,3,25,201
Cross.list-simple-name-patients-xml,3,44,198
Cross.list-simple-name-paymentnotices,3,13,0
Cross.list-simple-name-paymentnotices-json,3,46,0
Cross.list-simple-name-paymentnotices-xml,3,78,0
Cross.list-simple-name-paymentreconciliations,3,11,0
Cross.list-simple-name-paymentreconciliations-json,3,40,0
Cross.list-simple-name-paymentreconciliations-xml,3,69,0
Cross.list-simple-name-people,3,10,0
Cross.list-simple-name-people-json,3,39,0
Cross.list-simple-name-people-xml,3,67,0
Cross.list-simple-name-plandefinitions,3,12,0
Cross.list-simple-name-plandefinitions-json,3,43,0
Cross.list-simple-name-plandefinitions-xml,3,74,0
Cross.list-simple-name-practitionerroles,3,13,0
Cross.list-simple-name-practitionerroles-json,3,36,0
Cross.list-simple-name-practitionerroles-xml,3,63,0
Cross.list-simple-name-practitioners,3,10,0
Cross.list-simple-name-practitioners-json,3,35,0
Cross.list-simple-name-practitioners-xml,3,59,0
Cross.list-simple-name-procedures,3,10,0
Cross.list-simple-name-procedures-json,3,37,0
Cross.list-simple-name-procedures-xml,3,69,0
Cross.list-simple-name-provenances,3,6,0
Cross.list-simple-name-provenances-json,3,30,0
Cross.list-simple-name-provenances-xml,3,52,0
Cross.list-simple-name-questionnaireresponses,3,13,0
Cross.list-simple-name-questionnaireresponses-json,3,40,0
Cross.list-simple-name-questionnaireresponses-xml,3,62,0
Cross.list-simple-name-questionnaires,3,7,276
Cross.list-simple-name-questionnaires-json,3,25,291
Cross.list-simple-name-questionnaires-xml,3,46,288
Cross.list-simple-name-relatedpeople,3,10,0
Cross.list-simple-name-relatedpeople-json,3,35,0
Cross.list-simple-name-relatedpeople-xml,3,58,0
Cross.list-simple-name-requestgroups,3,8,0
Cross.list-simple-name-requestgroups-json,3,31,0
Cross.list-simple-name-requestgroups-xml,3,55,0
Cross.list-simple-name-requirements,3,6,0
Cross.list-simple-name-requirements-json,3,45,0
Cross.list-simple-name-requirements-xml,3,60,0
Cross.list-simple-name-researchdefinitions,3,10,0
Cross.list-simple-name-researchdefinitions-json,3,114,0
Cross.list-simple-name-researchdefinitions-xml,3,148,0
Cross.list-simple-name-researchelementdefinitions,3,9,0
Cross.list-simple-name-researchelementdefinitions-json,3,36,0
Cross.list-simple-name-researchelementdefinitions-xml,3,58,0
Cross.list-simple-name-researchstudies,3,10,0
Cross.list-simple-name-researchstudies-json,3,29,0
Cross.list-simple-name-researchstudies-xml,3,49,0
Cross.list-simple-name-researchsubjects,3,13,0
Cross.list-simple-name-researchsubjects-json,3,43,0
Cross.list-simple-name-researchsubjects-xml,3,73,0
Cross.list-simple-name-riskassessments,3,12,0
Cross.list-simple-name-riskassessments-json,3,39,0
Cross.list-simple-name-riskassessments-xml,3,72,0
Cross.list-simple-name-riskevidencesyntheses,3,13,0
Cross.list-simple-name-riskevidencesyntheses-json,3,46,0
Cross.list-simple-name-riskevidencesyntheses-xml,3,74,0
Cross.list-simple-name-schedules,3,7,0
Cross.list-simple-name-schedules-json,3,32,0
Cross.list-simple-name-schedules-xml,3,57,0
Cross.list-simple-name-searchparameters,3,7,0
Cross.list-simple-name-searchparameters-json,3,26,0
Cross.list-simple-name-searchparameters-xml,3,43,0
Cross.list-simple-name-servicerequests,3,10,0
Cross.list-simple-name-servicerequests-json,3,36,0
Cross.list-simple-name-servicerequests-xml,3,62,0
Cross.list-simple-name-slots,3,11,0
Cross.list-simple-name-slots-json,3,46,0
Cross.list-simple-name-slots-xml,3,77,0
Cross.list-simple-name-specimen,3,10,0
Cross.list-simple-name-specimen-json,3,36,0
Cross.list-simple-name-specimen-xml,3,55,0
Cross.list-simple-name-specimendefinitions,3,10,0
Cross.list-simple-name-specimendefinitions-json,3,43,0
Cross.list-simple-name-specimendefinitions-xml,3,70,0
Cross.list-simple-name-structuredefinitions,3,9,1290
Cross.list-simple-name-structuredefinitions-json,3,28,1365
Cross.list-simple-name-structuredefinitions-xml,3,45,1350
Cross.list-simple-name-structuremaps,3,9,0
Cross.list-simple-name-structuremaps-json,3,40,0
Cross.list-simple-name-structuremaps-xml,3,72,0
Cross.list-simple-name-subscriptions,3,8,0
Cross.list-simple-name-subscriptions-json,3,34,0
Cross.list-simple-name-subscriptions-xml,3,63,0
Cross.list-simple-name-subscriptiontopics,3,9,0
Cross.list-simple-name-subscriptiontopics-json,3,37,0
Cross.list-simple-name-subscriptiontopics-xml,3,66,0
Cross.list-simple-name-substancenucleicacids,3,9,0
Cross.list-simple-name-substancenucleicacids-json,3,40,0
Cross.list-simple-name-substancenucleicacids-xml,3,72,0
Cross.list-simple-name-substancepolymers,3,12,0
Cross.list-simple-name-substancepolymers-json,3,38,0
Cross.list-simple-name-substancepolymers-xml,3,65,0
Cross.list-simple-name-substanceproteins,3,9,0
Cross.list-simple-name-substanceproteins-json,3,33,0
Cross.list-simple-name-substanceproteins-xml,3,64,0
Cross.list-simple-name-substancereferenceinformations,3,8,0
Cross.list-simple-name-substancereferenceinformations-json,3,30,0
Cross.list-simple-name-substancereferenceinformations-xml,3,57,0
Cross.list-simple-name-substances,3,10,0
Cross.list-simple-name-substances-json,3,33,0
Cross.list-simple-name-substances-xml,3,53,0
Cross.list-simple-name-substancesourcematerials,3,11,0
Cross.list-simple-name-substancesourcematerials-json,3,33,0
Cross.list-simple-name-substancesourcematerials-xml,3,58,0
Cross.list-simple-name-substancespecifications,3,6,0
Cross.list-simple-name-substancespecifications-json,3,27,0
Cross.list-simple-name-substancespecifications-xml,3,47,0
Cross.list-simple-name-supplydeliveries,3,14,0
Cross.list-simple-name-supplydeliveries-json,3,47,0
Cross.list-simple-name-supplydeliveries-xml,3,69,0
Cross.list-simple-name-supplyrequests,3,8,0
Cross.list-simple-name-supplyrequests-json,3,29,0
Cross.list-simple-name-supplyrequests-xml,3,49,0
Cross.list-simple-name-tasks,3,8,0
Cross.list-simple-name-tasks-json,3,30,0
Cross.list-simple-name-tasks-xml,3,49,0
Cross.list-simple-name-terminologycapabilities,3,8,0
Cross.list-simple-name-terminologycapabilities-json,3,26,0
Cross.list-simple-name-terminologycapabilities-xml,3,51,0
Cross.list-simple-name-testplans,3,8,0
Cross.list-simple-name-testplans-json,3,28,0
Cross.list-simple-name-testplans-xml,3,45,0
Cross.list-simple-name-testreports,3,12,0
Cross.list-simple-name-testreports-json,3,40,0
Cross.list-simple-name-testreports-xml,3,67,0
Cross.list-simple-name-testscripts,3,9,0
Cross.list-simple-name-testscripts-json,3,33,0
Cross.list-simple-name-testscripts-xml,3,64,0
Cross.list-simple-name-valuesets,3,8,474
Cross.list-simple-name-valuesets-json,3,24,504
Cross.list-simple-name-valuesets-xml,3,37,498
Cross.list-simple-name-verificationresults,3,8,0
Cross.list-simple-name-verificationresults-json,3,30,0
Cross.list-simple-name-verificationresults-xml,3,57,0
Cross.list-simple-name-visionprescriptions,3,5,0
Cross.list-simple-name-visionprescriptions-json,3,24,0
Cross.list-simple-name-visionprescriptions-xml,3,46,0
Cross.list-simple-namingsystems,3,9,0
Cross.list-simple-namingsystems-json,3,32,0
Cross.list-simple-namingsystems-xml,3,57,0
Cross.list-simple-nutritionorders,3,9,0
Cross.list-simple-nutritionorders-json,3,41,0
Cross.list-simple-nutritionorders-xml,3,73,0
Cross.list-simple-observationdefinitions,3,14,0
Cross.list-simple-observationdefinitions-json,3,44,0
Cross.list-simple-observationdefinitions-xml,3,69,0
Cross.list-simple-observations,3,15,210
Cross.list-simple-observations-json,3,44,225
Cross.list-simple-observations-xml,3,77,222
Cross.list-simple-operationdefinitions,3,8,0
Cross.list-simple-operationdefinitions-json,3,28,0
Cross.list-simple-operationdefinitions-xml,3,44,0
Cross.list-simple-operationoutcomes,3,10,0
Cross.list-simple-operationoutcomes-json,3,28,0
Cross.list-simple-operationoutcomes-xml,3,50,0
Cross.list-simple-organizationaffiliations,3,8,0
Cross.list-simple-organizationaffiliations-json,3,39,0
Cross.list-simple-organizationaffiliations-xml,3,72,0
Cross.list-simple-organizations,3,11,0
Cross.list-simple-organizations-json,3,43,0
Cross.list-simple-organizations-xml,3,74,0
Cross.list-simple-parameters,3,10,0
Cross.list-simple-parameters-json,3,38,0
Cross.list-simple-parameters-xml,3,68,0
Cross.list-simple-patients,3,11,186
Cross.list-simple-patients-json,3,37,201
Cross.list-simple-patients-xml,3,63,198
Cross.list-simple-paymentnotices,3,10,0
Cross.list-simple-paymentnotices-json,3,37,0
Cross.list-simple-paymentnotices-xml,3,65,0
Cross.list-simple-paymentreconciliations,3,11,0
Cross.list-simple-paymentreconciliations-json,3,36,0
Cross.list-simple-paymentreconciliations-xml,3,67,0
Cross.list-simple-people,3,11,0
Cross.list-simple-people-json,3,43,0
Cross.list-simple-people-xml,3,75,0
Cross.list-simple-plandefinitions,3,6,0
Cross.list-simple-plandefinitions-json,3,26,0
Cross.list-simple-plandefinitions-xml,3,46,0
Cross.list-simple-practitionerroles,3,6,0
Cross.list-simple-practitionerroles-json,3,29,0
Cross.list-simple-practitionerroles-xml,3,54,0
Cross.list-simple-practitioners,3,9,0
Cross.list-simple-practitioners-json,3,28,0
Cross.list-simple-practitioners-xml,3,51,0
Cross.list-simple-procedures,3,7,0
Cross.list-simple-procedures-json,3,35,0
Cross.list-simple-procedures-xml,3,57,0
Cross.list-simple-profiles,3,10,798
Cross.list-simple-profiles-mm,3,31,1644
Cross.list-simple-provenances,3,8,0
Cross.list-simple-provenances-json,3,23,0
Cross.list-simple-provenances-xml,3,39,0
Cross.list-simple-questionnaireresponses,3,6,0
Cross.list-simple-questionnaireresponses-json,3,23,0
Cross.list-simple-questionnaireresponses-xml,3,46,0
Cross.list-simple-questionnaires,3,6,276
Cross.list-simple-questionnaires-json,3,25,291
Cross.list-simple-questionnaires-xml,3,44,288
Cross.list-simple-relatedpeople,3,9,0
Cross.list-simple-relatedpeople-json,3,36,0
Cross.list-simple-relatedpeople-xml,3,58,0
Cross.list-simple-requestgroups,3,9,0
Cross.list-simple-requestgroups-json,3,29,0
Cross.list-simple-requestgroups-xml,3,51,0
Cross.list-simple-requirements,3,8,0
Cross.list-simple-requirements-json,3,25,0
Cross.list-simple-requirements-xml,3,44,0
Cross.list-simple-researchdefinitions,3,9,0
Cross.list-simple-researchdefinitions-json,3,35,0
Cross.list-simple-researchdefinitions-xml,3,57,0
Cross.list-simple-researchelementdefinitions,3,10,0
Cross.list-simple-researchelementdefinitions-json,3,35,0
Cross.list-simple-researchelementdefinitions-xml,3,63,0
Cross.list-simple-researchstudies,3,5,0
Cross.list-simple-researchstudies-json,3,22,0
Cross.list-simple-researchstudies-xml,3,38,0
Cross.list-simple-researchsubjects,3,12,0
Cross.list-simple-researchsubjects-json,3,43,0
Cross.list-simple-researchsubjects-xml,3,70,0
Cross.list-simple-riskassessments,3,7,0
Cross.list-simple-riskassessments-json,3,35,0
Cross.list-simple-riskassessments-xml,3,73,0
Cross.list-simple-riskevidencesyntheses,3,9,0
Cross.list-simple-riskevidencesyntheses-json,3,36,0
Cross.list-simple-riskevidencesyntheses-xml,3,64,0
Cross.list-simple-schedules,3,5,0
Cross.list-simple-schedules-json,3,21,0
Cross.list-simple-schedules-xml,3,40,0
Cross.list-simple-searchparameters,3,7,0
Cross.list-simple-searchparameters-json,3,25,0
Cross.list-simple-searchparameters-xml,3,42,0
Cross.list-simple-servicerequests,3,10,0
Cross.list-simple-servicerequests-json,3,36,0
Cross.list-simple-servicerequests-xml,3,62,0
Cross.list-simple-slots,3,8,0
Cross.list-simple-slots-json,3,33,0
Cross.list-simple-slots-xml,3,59,0
Cross.list-simple-specimen,3,8,0
Cross.list-simple-specimen-json,3,25,0
Cross.list-simple-specimen-xml,3,43,0
Cross.list-simple-specimendefinitions,3,10,0
Cross.list-simple-specimendefinitions-json,3,38,0
Cross.list-simple-specimendefinitions-xml,3,65,0
Cross.list-simple-structuredefinitions,3,11,1290
Cross.list-simple-structuredefinitions-json,3,28,1365
Cross.list-simple-structuredefinitions-xml,3,43,1350
Cross.list-simple-structuremaps,3,10,0
Cross.list-simple-structuremaps-json,3,35,0
Cross.list-simple-structuremaps-xml,3,60,0
Cross.list-simple-subscriptions,3,12,0
Cross.list-simple-subscriptions-json,3,37,0
Cross.list-simple-subscriptions-xml,3,74,0
Cross.list-simple-subscriptiontopics,3,13,0
Cross.list-simple-subscriptiontopics-json,3,44,0
Cross.list-simple-subscriptiontopics-xml,3,75,0
Cross.list-simple-substancenucleicacids,3,6,0
Cross.list-simple-substancenucleicacids-json,3,24,0
Cross.list-simple-substancenucleicacids-xml,3,40,0
Cross.list-simple-substancepolymers,3,10,0
Cross.list-simple-substancepolymers-json,3,44,0
Cross.list-simple-substancepolymers-xml,3,82,0
Cross.list-simple-substanceproteins,3,9,0
Cross.list-simple-substanceproteins-json,3,32,0
Cross.list-simple-substanceproteins-xml,3,57,0
Cross.list-simple-substancereferenceinformations,3,10,0
Cross.list-simple-substancereferenceinformations-json,3,36,0
Cross.list-simple-substancereferenceinformations-xml,3,59,0
Cross.list-simple-substances,3,13,0
Cross.list-simple-substances-json,3,37,0
Cross.list-simple-substances-xml,3,56,0
Cross.list-simple-substancesourcematerials,3,10,0
Cross.list-simple-substancesourcematerials-json,3,37,0
Cross.list-simple-substancesourcematerials-xml,3,61,0
Cross.list-simple-substancespecifications,3,6,0
Cross.list-simple-substancespecifications-json,3,25,0
Cross.list-simple-substancespecifications-xml,3,43,0
Cross.list-simple-supplydeliveries,3,8,0
Cross.list-simple-supplydeliveries-json,3,32,0
Cross.list-simple-supplydeliveries-xml,3,60,0
Cross.list-simple-supplyrequests,3,7,0
Cross.list-simple-supplyrequests-json,3,29,0
Cross.list-simple-supplyrequests-xml,3,56,0
Cross.list-simple-tasks,3,8,0
Cross.list-simple-tasks-json,3,24,0
Cross.list-simple-tasks-xml,3,45,0
Cross.list-simple-terminologycapabilities,3,7,0
Cross.list-simple-terminologycapabilities-json,3,32,0
Cross.list-simple-terminologycapabilities-xml,3,54,0
Cross.list-simple-testplans,3,6,0
Cross.list-simple-testplans-json,3,24,0
Cross.list-simple-testplans-xml,3,43,0
Cross.list-simple-testreports,3,10,0
Cross.list-simple-testreports-json,3,40,0
Cross.list-simple-testreports-xml,3,69,0
Cross.list-simple-testscripts,3,12,0
Cross.list-simple-testscripts-json,3,50,0
Cross.list-simple-testscripts-xml,3,79,0
Cross.list-simple-valuesets,3,8,474
Cross.list-simple-valuesets-json,3,27,504
Cross.list-simple-valuesets-xml,3,49,498
Cross.list-simple-verificationresults,3,8,0
Cross.list-simple-verificationresults-json,3,33,0
Cross.list-simple-verificationresults-xml,3,56,0
